INDEX,NAME,DATASET,UNCOMPRESSED,MAX_PNG_COMPRESSED,COMPRESSION,RLE,DELTA,RAW
345,ortho_1.5m.png,dark,99336192,11.764,12.831,17,2,8,ColumnWise
346,ortho_1.5m.png,dark,99336192,11.764,13.153,17,3,8,RowWise
347,ortho_1.5m.png,dark,99336192,11.764,12.816,17,3,8,ColumnWise
348,ortho_1.5m.png,dark,99336192,11.764,13.145,17,4,8,RowWise
349,ortho_1.5m.png,dark,99336192,11.764,12.808,17,4,8,ColumnWise
350,ortho_1.5m.png,dark,99336192,11.764,13.141,17,5,8,RowWise
351,ortho_1.5m.png,dark,99336192,11.764,12.804,17,5,8,ColumnWise
352,ortho_1.5m.png,dark,99336192,11.764,13.138,17,6,8,RowWise
353,ortho_1.5m.png,dark,99336192,11.764,12.802,17,6,8,ColumnWise
354,ortho_1.5m.png,dark,99336192,11.764,13.135,17,7,8,RowWise
355,ortho_1.5m.png,dark,99336192,11.764,12.799,17,7,8,ColumnWise
356,ortho_1.5m.png,dark,99336192,11.764,13.135,17,8,0,RowWise
357,ortho_1.5m.png,dark,99336192,11.764,12.799,17,8,0,ColumnWise
358,ortho_1.5m.png,dark,99336192,11.764,13.135,17,8,8,RowWise
359,ortho_1.5m.png,dark,99336192,11.764,12.799,17,8,8,ColumnWise
360,ortho_1.5m.png,dark,99336192,11.764,14.672,18,0,8,RowWise
361,ortho_1.5m.png,dark,99336192,11.764,14.332,18,0,8,ColumnWise
362,ortho_1.5m.png,dark,99336192,11.764,13.237,18,1,8,RowWise
363,ortho_1.5m.png,dark,99336192,11.764,12.870,18,1,8,ColumnWise
364,ortho_1.5m.png,dark,99336192,11.764,13.171,18,2,8,RowWise
365,ortho_1.5m.png,dark,99336192,11.764,12.831,18,2,8,ColumnWise
366,ortho_1.5m.png,dark,99336192,11.764,13.153,18,3,8,RowWise
367,ortho_1.5m.png,dark,99336192,11.764,12.816,18,3,8,ColumnWise
368,ortho_1.5m.png,dark,99336192,11.764,13.145,18,4,8,RowWise
369,ortho_1.5m.png,dark,99336192,11.764,12.808,18,4,8,ColumnWise
370,ortho_1.5m.png,dark,99336192,11.764,13.141,18,5,8,RowWise
371,ortho_1.5m.png,dark,99336192,11.764,12.804,18,5,8,ColumnWise
372,ortho_1.5m.png,dark,99336192,11.764,13.138,18,6,8,RowWise
373,ortho_1.5m.png,dark,99336192,11.764,12.802,18,6,8,ColumnWise
374,ortho_1.5m.png,dark,99336192,11.764,13.135,18,7,8,RowWise
375,ortho_1.5m.png,dark,99336192,11.764,12.799,18,7,8,ColumnWise
376,ortho_1.5m.png,dark,99336192,11.764,13.135,18,8,0,RowWise
377,ortho_1.5m.png,dark,99336192,11.764,12.799,18,8,0,ColumnWise
378,ortho_1.5m.png,dark,99336192,11.764,13.135,18,8,8,RowWise
379,ortho_1.5m.png,dark,99336192,11.764,12.799,18,8,8,ColumnWise
380,ortho_1.5m.png,dark,99336192,11.764,14.672,19,0,8,RowWise
381,ortho_1.5m.png,dark,99336192,11.764,14.332,19,0,8,ColumnWise
382,ortho_1.5m.png,dark,99336192,11.764,13.237,19,1,8,RowWise
383,ortho_1.5m.png,dark,99336192,11.764,12.870,19,1,8,ColumnWise
384,ortho_1.5m.png,dark,99336192,11.764,13.171,19,2,8,RowWise
385,ortho_1.5m.png,dark,99336192,11.764,12.831,19,2,8,ColumnWise
386,ortho_1.5m.png,dark,99336192,11.764,13.153,19,3,8,RowWise
387,ortho_1.5m.png,dark,99336192,11.764,12.816,19,3,8,ColumnWise
388,ortho_1.5m.png,dark,99336192,11.764,13.145,19,4,8,RowWise
389,ortho_1.5m.png,dark,99336192,11.764,12.808,19,4,8,ColumnWise
390,ortho_1.5m.png,dark,99336192,11.764,13.141,19,5,8,RowWise
391,ortho_1.5m.png,dark,99336192,11.764,12.804,19,5,8,ColumnWise
392,ortho_1.5m.png,dark,99336192,11.764,13.138,19,6,8,RowWise
393,ortho_1.5m.png,dark,99336192,11.764,12.802,19,6,8,ColumnWise
394,ortho_1.5m.png,dark,99336192,11.764,13.135,19,7,8,RowWise
395,ortho_1.5m.png,dark,99336192,11.764,12.799,19,7,8,ColumnWise
396,ortho_1.5m.png,dark,99336192,11.764,13.135,19,8,0,RowWise
397,ortho_1.5m.png,dark,99336192,11.764,12.799,19,8,0,ColumnWise
398,ortho_1.5m.png,dark,99336192,11.764,13.135,19,8,8,RowWise
399,ortho_1.5m.png,dark,99336192,11.764,12.799,19,8,8,ColumnWise
400,ortho_1.5m.png,dark,99336192,11.764,14.672,20,0,8,RowWise
401,ortho_1.5m.png,dark,99336192,11.764,14.332,20,0,8,ColumnWise
402,ortho_1.5m.png,dark,99336192,11.764,13.237,20,1,8,RowWise
403,ortho_1.5m.png,dark,99336192,11.764,12.870,20,1,8,ColumnWise
404,ortho_1.5m.png,dark,99336192,11.764,13.171,20,2,8,RowWise
405,ortho_1.5m.png,dark,99336192,11.764,12.831,20,2,8,ColumnWise
406,ortho_1.5m.png,dark,99336192,11.764,13.153,20,3,8,RowWise
407,ortho_1.5m.png,dark,99336192,11.764,12.816,20,3,8,ColumnWise
408,ortho_1.5m.png,dark,99336192,11.764,13.145,20,4,8,RowWise
409,ortho_1.5m.png,dark,99336192,11.764,12.808,20,4,8,ColumnWise
410,ortho_1.5m.png,dark,99336192,11.764,13.141,20,5,8,RowWise
411,ortho_1.5m.png,dark,99336192,11.764,12.804,20,5,8,ColumnWise
412,ortho_1.5m.png,dark,99336192,11.764,13.138,20,6,8,RowWise
413,ortho_1.5m.png,dark,99336192,11.764,12.802,20,6,8,ColumnWise
414,ortho_1.5m.png,dark,99336192,11.764,13.135,20,7,8,RowWise
415,ortho_1.5m.png,dark,99336192,11.764,12.799,20,7,8,ColumnWise
416,ortho_1.5m.png,dark,99336192,11.764,13.135,20,8,0,RowWise
417,ortho_1.5m.png,dark,99336192,11.764,12.799,20,8,0,ColumnWise
418,ortho_1.5m.png,dark,99336192,11.764,13.135,20,8,8,RowWise
419,ortho_1.5m.png,dark,99336192,11.764,12.799,20,8,8,ColumnWise
420,ortho_1.5m.png,dark,99336192,11.764,14.672,21,0,8,RowWise
421,ortho_1.5m.png,dark,99336192,11.764,14.332,21,0,8,ColumnWise
422,ortho_1.5m.png,dark,99336192,11.764,13.237,21,1,8,RowWise
423,ortho_1.5m.png,dark,99336192,11.764,12.870,21,1,8,ColumnWise
424,ortho_1.5m.png,dark,99336192,11.764,13.171,21,2,8,RowWise
425,ortho_1.5m.png,dark,99336192,11.764,12.831,21,2,8,ColumnWise
426,ortho_1.5m.png,dark,99336192,11.764,13.153,21,3,8,RowWise
427,ortho_1.5m.png,dark,99336192,11.764,12.816,21,3,8,ColumnWise
428,ortho_1.5m.png,dark,99336192,11.764,13.145,21,4,8,RowWise
429,ortho_1.5m.png,dark,99336192,11.764,12.808,21,4,8,ColumnWise
430,ortho_1.5m.png,dark,99336192,11.764,13.141,21,5,8,RowWise
431,ortho_1.5m.png,dark,99336192,11.764,12.804,21,5,8,ColumnWise
432,ortho_1.5m.png,dark,99336192,11.764,13.138,21,6,8,RowWise
433,ortho_1.5m.png,dark,99336192,11.764,12.802,21,6,8,ColumnWise
434,ortho_1.5m.png,dark,99336192,11.764,13.135,21,7,8,RowWise
435,ortho_1.5m.png,dark,99336192,11.764,12.799,21,7,8,ColumnWise
436,ortho_1.5m.png,dark,99336192,11.764,13.135,21,8,0,RowWise
437,ortho_1.5m.png,dark,99336192,11.764,12.799,21,8,0,ColumnWise
438,ortho_1.5m.png,dark,99336192,11.764,13.135,21,8,8,RowWise
439,ortho_1.5m.png,dark,99336192,11.764,12.799,21,8,8,ColumnWise
440,ortho_1.5m.png,dark,99336192,11.764,14.672,22,0,8,RowWise
441,ortho_1.5m.png,dark,99336192,11.764,14.332,22,0,8,ColumnWise
442,ortho_1.5m.png,dark,99336192,11.764,13.237,22,1,8,RowWise
443,ortho_1.5m.png,dark,99336192,11.764,12.870,22,1,8,ColumnWise
444,ortho_1.5m.png,dark,99336192,11.764,13.171,22,2,8,RowWise
445,ortho_1.5m.png,dark,99336192,11.764,12.831,22,2,8,ColumnWise
446,ortho_1.5m.png,dark,99336192,11.764,13.153,22,3,8,RowWise
447,ortho_1.5m.png,dark,99336192,11.764,12.816,22,3,8,ColumnWise
448,ortho_1.5m.png,dark,99336192,11.764,13.145,22,4,8,RowWise
449,ortho_1.5m.png,dark,99336192,11.764,12.808,22,4,8,ColumnWise
450,ortho_1.5m.png,dark,99336192,11.764,13.141,22,5,8,RowWise
451,ortho_1.5m.png,dark,99336192,11.764,12.804,22,5,8,ColumnWise
452,ortho_1.5m.png,dark,99336192,11.764,13.138,22,6,8,RowWise
453,ortho_1.5m.png,dark,99336192,11.764,12.802,22,6,8,ColumnWise
454,ortho_1.5m.png,dark,99336192,11.764,13.135,22,7,8,RowWise
455,ortho_1.5m.png,dark,99336192,11.764,12.799,22,7,8,ColumnWise
456,ortho_1.5m.png,dark,99336192,11.764,13.135,22,8,0,RowWise
457,ortho_1.5m.png,dark,99336192,11.764,12.799,22,8,0,ColumnWise
458,ortho_1.5m.png,dark,99336192,11.764,13.135,22,8,8,RowWise
459,ortho_1.5m.png,dark,99336192,11.764,12.799,22,8,8,ColumnWise
460,ortho_1.5m.png,dark,99336192,11.764,14.672,23,0,8,RowWise
461,ortho_1.5m.png,dark,99336192,11.764,14.332,23,0,8,ColumnWise
462,ortho_1.5m.png,dark,99336192,11.764,13.237,23,1,8,RowWise
463,ortho_1.5m.png,dark,99336192,11.764,12.870,23,1,8,ColumnWise
464,ortho_1.5m.png,dark,99336192,11.764,13.171,23,2,8,RowWise
465,ortho_1.5m.png,dark,99336192,11.764,12.831,23,2,8,ColumnWise
466,ortho_1.5m.png,dark,99336192,11.764,13.153,23,3,8,RowWise
467,ortho_1.5m.png,dark,99336192,11.764,12.816,23,3,8,ColumnWise
468,ortho_1.5m.png,dark,99336192,11.764,13.145,23,4,8,RowWise
469,ortho_1.5m.png,dark,99336192,11.764,12.808,23,4,8,ColumnWise
470,ortho_1.5m.png,dark,99336192,11.764,13.141,23,5,8,RowWise
471,ortho_1.5m.png,dark,99336192,11.764,12.804,23,5,8,ColumnWise
472,ortho_1.5m.png,dark,99336192,11.764,13.138,23,6,8,RowWise
473,ortho_1.5m.png,dark,99336192,11.764,12.802,23,6,8,ColumnWise
474,ortho_1.5m.png,dark,99336192,11.764,13.135,23,7,8,RowWise
475,ortho_1.5m.png,dark,99336192,11.764,12.799,23,7,8,ColumnWise
476,ortho_1.5m.png,dark,99336192,11.764,13.135,23,8,0,RowWise
477,ortho_1.5m.png,dark,99336192,11.764,12.799,23,8,0,ColumnWise
478,ortho_1.5m.png,dark,99336192,11.764,13.135,23,8,8,RowWise
479,ortho_1.5m.png,dark,99336192,11.764,12.799,23,8,8,ColumnWise
480,ortho_1.5m.png,dark,99336192,11.764,14.672,24,0,8,RowWise
481,ortho_1.5m.png,dark,99336192,11.764,14.332,24,0,8,ColumnWise
482,ortho_1.5m.png,dark,99336192,11.764,13.237,24,1,8,RowWise
483,ortho_1.5m.png,dark,99336192,11.764,12.870,24,1,8,ColumnWise
484,ortho_1.5m.png,dark,99336192,11.764,13.171,24,2,8,RowWise
485,ortho_1.5m.png,dark,99336192,11.764,12.831,24,2,8,ColumnWise
486,ortho_1.5m.png,dark,99336192,11.764,13.153,24,3,8,RowWise
487,ortho_1.5m.png,dark,99336192,11.764,12.816,24,3,8,ColumnWise
488,ortho_1.5m.png,dark,99336192,11.764,13.145,24,4,8,RowWise
489,ortho_1.5m.png,dark,99336192,11.764,12.808,24,4,8,ColumnWise
490,ortho_1.5m.png,dark,99336192,11.764,13.141,24,5,8,RowWise
491,ortho_1.5m.png,dark,99336192,11.764,12.804,24,5,8,ColumnWise
492,ortho_1.5m.png,dark,99336192,11.764,13.138,24,6,8,RowWise
493,ortho_1.5m.png,dark,99336192,11.764,12.802,24,6,8,ColumnWise
494,ortho_1.5m.png,dark,99336192,11.764,13.135,24,7,8,RowWise
495,ortho_1.5m.png,dark,99336192,11.764,12.799,24,7,8,ColumnWise
496,ortho_1.5m.png,dark,99336192,11.764,13.135,24,8,0,RowWise
497,ortho_1.5m.png,dark,99336192,11.764,12.799,24,8,0,ColumnWise
498,ortho_1.5m.png,dark,99336192,11.764,13.135,24,8,8,RowWise
499,ortho_1.5m.png,dark,99336192,11.764,12.799,24,8,8,ColumnWise
500,ortho_1.5m.png,dark,99336192,11.764,14.672,25,0,8,RowWise
501,ortho_1.5m.png,dark,99336192,11.764,14.332,25,0,8,ColumnWise
502,ortho_1.5m.png,dark,99336192,11.764,13.237,25,1,8,RowWise
503,ortho_1.5m.png,dark,99336192,11.764,12.870,25,1,8,ColumnWise
504,ortho_1.5m.png,dark,99336192,11.764,13.171,25,2,8,RowWise
505,ortho_1.5m.png,dark,99336192,11.764,12.831,25,2,8,ColumnWise
506,ortho_1.5m.png,dark,99336192,11.764,13.153,25,3,8,RowWise
507,ortho_1.5m.png,dark,99336192,11.764,12.816,25,3,8,ColumnWise
508,ortho_1.5m.png,dark,99336192,11.764,13.145,25,4,8,RowWise
509,ortho_1.5m.png,dark,99336192,11.764,12.808,25,4,8,ColumnWise
510,ortho_1.5m.png,dark,99336192,11.764,13.141,25,5,8,RowWise
511,ortho_1.5m.png,dark,99336192,11.764,12.804,25,5,8,ColumnWise
512,ortho_1.5m.png,dark,99336192,11.764,13.138,25,6,8,RowWise
513,ortho_1.5m.png,dark,99336192,11.764,12.802,25,6,8,ColumnWise
514,ortho_1.5m.png,dark,99336192,11.764,13.135,25,7,8,RowWise
515,ortho_1.5m.png,dark,99336192,11.764,12.799,25,7,8,ColumnWise
516,ortho_1.5m.png,dark,99336192,11.764,13.135,25,8,0,RowWise
517,ortho_1.5m.png,dark,99336192,11.764,12.799,25,8,0,ColumnWise
518,ortho_1.5m.png,dark,99336192,11.764,13.135,25,8,8,RowWise
519,ortho_1.5m.png,dark,99336192,11.764,12.799,25,8,8,ColumnWise
520,ortho_1.5m.png,dark,99336192,11.764,14.672,26,0,8,RowWise
521,ortho_1.5m.png,dark,99336192,11.764,14.332,26,0,8,ColumnWise
522,ortho_1.5m.png,dark,99336192,11.764,13.237,26,1,8,RowWise
523,ortho_1.5m.png,dark,99336192,11.764,12.870,26,1,8,ColumnWise
524,ortho_1.5m.png,dark,99336192,11.764,13.171,26,2,8,RowWise
525,ortho_1.5m.png,dark,99336192,11.764,12.831,26,2,8,ColumnWise
526,ortho_1.5m.png,dark,99336192,11.764,13.153,26,3,8,RowWise
527,ortho_1.5m.png,dark,99336192,11.764,12.816,26,3,8,ColumnWise
528,ortho_1.5m.png,dark,99336192,11.764,13.145,26,4,8,RowWise
529,ortho_1.5m.png,dark,99336192,11.764,12.808,26,4,8,ColumnWise
530,ortho_1.5m.png,dark,99336192,11.764,13.141,26,5,8,RowWise
531,ortho_1.5m.png,dark,99336192,11.764,12.804,26,5,8,ColumnWise
532,ortho_1.5m.png,dark,99336192,11.764,13.138,26,6,8,RowWise
533,ortho_1.5m.png,dark,99336192,11.764,12.802,26,6,8,ColumnWise
534,ortho_1.5m.png,dark,99336192,11.764,13.135,26,7,8,RowWise
535,ortho_1.5m.png,dark,99336192,11.764,12.799,26,7,8,ColumnWise
536,ortho_1.5m.png,dark,99336192,11.764,13.135,26,8,0,RowWise
537,ortho_1.5m.png,dark,99336192,11.764,12.799,26,8,0,ColumnWise
538,ortho_1.5m.png,dark,99336192,11.764,13.135,26,8,8,RowWise
539,ortho_1.5m.png,dark,99336192,11.764,12.799,26,8,8,ColumnWise
540,ortho_1.5m.png,dark,99336192,11.764,14.672,27,0,8,RowWise
541,ortho_1.5m.png,dark,99336192,11.764,14.332,27,0,8,ColumnWise
542,ortho_1.5m.png,dark,99336192,11.764,13.237,27,1,8,RowWise
543,ortho_1.5m.png,dark,99336192,11.764,12.870,27,1,8,ColumnWise
544,ortho_1.5m.png,dark,99336192,11.764,13.171,27,2,8,RowWise
545,ortho_1.5m.png,dark,99336192,11.764,12.831,27,2,8,ColumnWise
546,ortho_1.5m.png,dark,99336192,11.764,13.153,27,3,8,RowWise
547,ortho_1.5m.png,dark,99336192,11.764,12.816,27,3,8,ColumnWise
548,ortho_1.5m.png,dark,99336192,11.764,13.145,27,4,8,RowWise
549,ortho_1.5m.png,dark,99336192,11.764,12.808,27,4,8,ColumnWise
550,ortho_1.5m.png,dark,99336192,11.764,13.141,27,5,8,RowWise
551,ortho_1.5m.png,dark,99336192,11.764,12.804,27,5,8,ColumnWise
552,ortho_1.5m.png,dark,99336192,11.764,13.138,27,6,8,RowWise
553,ortho_1.5m.png,dark,99336192,11.764,12.802,27,6,8,ColumnWise
554,ortho_1.5m.png,dark,99336192,11.764,13.135,27,7,8,RowWise
555,ortho_1.5m.png,dark,99336192,11.764,12.799,27,7,8,ColumnWise
556,ortho_1.5m.png,dark,99336192,11.764,13.135,27,8,0,RowWise
557,ortho_1.5m.png,dark,99336192,11.764,12.799,27,8,0,ColumnWise
558,ortho_1.5m.png,dark,99336192,11.764,13.135,27,8,8,RowWise
559,ortho_1.5m.png,dark,99336192,11.764,12.799,27,8,8,ColumnWise
560,ortho_1.5m.png,dark,99336192,11.764,14.672,28,0,8,RowWise
561,ortho_1.5m.png,dark,99336192,11.764,14.332,28,0,8,ColumnWise
562,ortho_1.5m.png,dark,99336192,11.764,13.237,28,1,8,RowWise
563,ortho_1.5m.png,dark,99336192,11.764,12.870,28,1,8,ColumnWise
564,ortho_1.5m.png,dark,99336192,11.764,13.171,28,2,8,RowWise
565,ortho_1.5m.png,dark,99336192,11.764,12.831,28,2,8,ColumnWise
566,ortho_1.5m.png,dark,99336192,11.764,13.153,28,3,8,RowWise
567,ortho_1.5m.png,dark,99336192,11.764,12.816,28,3,8,ColumnWise
568,ortho_1.5m.png,dark,99336192,11.764,13.145,28,4,8,RowWise
569,ortho_1.5m.png,dark,99336192,11.764,12.808,28,4,8,ColumnWise
570,ortho_1.5m.png,dark,99336192,11.764,13.141,28,5,8,RowWise
571,ortho_1.5m.png,dark,99336192,11.764,12.804,28,5,8,ColumnWise
572,ortho_1.5m.png,dark,99336192,11.764,13.138,28,6,8,RowWise
573,ortho_1.5m.png,dark,99336192,11.764,12.802,28,6,8,ColumnWise
574,ortho_1.5m.png,dark,99336192,11.764,13.135,28,7,8,RowWise
575,ortho_1.5m.png,dark,99336192,11.764,12.799,28,7,8,ColumnWise
576,ortho_1.5m.png,dark,99336192,11.764,13.135,28,8,0,RowWise
577,ortho_1.5m.png,dark,99336192,11.764,12.799,28,8,0,ColumnWise
578,ortho_1.5m.png,dark,99336192,11.764,13.135,28,8,8,RowWise
579,ortho_1.5m.png,dark,99336192,11.764,12.799,28,8,8,ColumnWise
580,ortho_1.5m.png,dark,99336192,11.764,14.672,29,0,8,RowWise
581,ortho_1.5m.png,dark,99336192,11.764,14.332,29,0,8,ColumnWise
582,ortho_1.5m.png,dark,99336192,11.764,13.237,29,1,8,RowWise
583,ortho_1.5m.png,dark,99336192,11.764,12.870,29,1,8,ColumnWise
584,ortho_1.5m.png,dark,99336192,11.764,13.171,29,2,8,RowWise
585,ortho_1.5m.png,dark,99336192,11.764,12.831,29,2,8,ColumnWise
586,ortho_1.5m.png,dark,99336192,11.764,13.153,29,3,8,RowWise
587,ortho_1.5m.png,dark,99336192,11.764,12.816,29,3,8,ColumnWise
588,ortho_1.5m.png,dark,99336192,11.764,13.145,29,4,8,RowWise
589,ortho_1.5m.png,dark,99336192,11.764,12.808,29,4,8,ColumnWise
590,ortho_1.5m.png,dark,99336192,11.764,13.141,29,5,8,RowWise
591,ortho_1.5m.png,dark,99336192,11.764,12.804,29,5,8,ColumnWise
592,ortho_1.5m.png,dark,99336192,11.764,13.138,29,6,8,RowWise
593,ortho_1.5m.png,dark,99336192,11.764,12.802,29,6,8,ColumnWise
594,ortho_1.5m.png,dark,99336192,11.764,13.135,29,7,8,RowWise
595,ortho_1.5m.png,dark,99336192,11.764,12.799,29,7,8,ColumnWise
596,ortho_1.5m.png,dark,99336192,11.764,13.135,29,8,0,RowWise
597,ortho_1.5m.png,dark,99336192,11.764,12.799,29,8,0,ColumnWise
598,ortho_1.5m.png,dark,99336192,11.764,13.135,29,8,8,RowWise
599,ortho_1.5m.png,dark,99336192,11.764,12.799,29,8,8,ColumnWise
600,ortho_1.5m.png,dark,99336192,11.764,14.672,30,0,8,RowWise
601,ortho_1.5m.png,dark,99336192,11.764,14.332,30,0,8,ColumnWise
602,ortho_1.5m.png,dark,99336192,11.764,13.237,30,1,8,RowWise
603,ortho_1.5m.png,dark,99336192,11.764,12.870,30,1,8,ColumnWise
604,ortho_1.5m.png,dark,99336192,11.764,13.171,30,2,8,RowWise
605,ortho_1.5m.png,dark,99336192,11.764,12.831,30,2,8,ColumnWise
606,ortho_1.5m.png,dark,99336192,11.764,13.153,30,3,8,RowWise
607,ortho_1.5m.png,dark,99336192,11.764,12.816,30,3,8,ColumnWise
608,ortho_1.5m.png,dark,99336192,11.764,13.145,30,4,8,RowWise
609,ortho_1.5m.png,dark,99336192,11.764,12.808,30,4,8,ColumnWise
610,ortho_1.5m.png,dark,99336192,11.764,13.141,30,5,8,RowWise
611,ortho_1.5m.png,dark,99336192,11.764,12.804,30,5,8,ColumnWise
612,ortho_1.5m.png,dark,99336192,11.764,13.138,30,6,8,RowWise
613,ortho_1.5m.png,dark,99336192,11.764,12.802,30,6,8,ColumnWise
614,ortho_1.5m.png,dark,99336192,11.764,13.135,30,7,8,RowWise
615,ortho_1.5m.png,dark,99336192,11.764,12.799,30,7,8,ColumnWise
616,ortho_1.5m.png,dark,99336192,11.764,13.135,30,8,0,RowWise
617,ortho_1.5m.png,dark,99336192,11.764,12.799,30,8,0,ColumnWise
618,ortho_1.5m.png,dark,99336192,11.764,13.135,30,8,8,RowWise
619,ortho_1.5m.png,dark,99336192,11.764,12.799,30,8,8,ColumnWise
620,ortho_1.5m.png,dark,99336192,11.764,14.672,31,0,8,RowWise
621,ortho_1.5m.png,dark,99336192,11.764,14.332,31,0,8,ColumnWise
622,ortho_1.5m.png,dark,99336192,11.764,13.237,31,1,8,RowWise
623,ortho_1.5m.png,dark,99336192,11.764,12.870,31,1,8,ColumnWise
624,ortho_1.5m.png,dark,99336192,11.764,13.171,31,2,8,RowWise
625,ortho_1.5m.png,dark,99336192,11.764,12.831,31,2,8,ColumnWise
626,ortho_1.5m.png,dark,99336192,11.764,13.153,31,3,8,RowWise
627,ortho_1.5m.png,dark,99336192,11.764,12.816,31,3,8,ColumnWise
628,ortho_1.5m.png,dark,99336192,11.764,13.145,31,4,8,RowWise
629,ortho_1.5m.png,dark,99336192,11.764,12.808,31,4,8,ColumnWise
630,ortho_1.5m.png,dark,99336192,11.764,13.141,31,5,8,RowWise
631,ortho_1.5m.png,dark,99336192,11.764,12.804,31,5,8,ColumnWise
632,ortho_1.5m.png,dark,99336192,11.764,13.138,31,6,8,RowWise
633,ortho_1.5m.png,dark,99336192,11.764,12.802,31,6,8,ColumnWise
634,ortho_1.5m.png,dark,99336192,11.764,13.135,31,7,8,RowWise
635,ortho_1.5m.png,dark,99336192,11.764,12.799,31,7,8,ColumnWise
636,ortho_1.5m.png,dark,99336192,11.764,13.135,31,8,0,RowWise
637,ortho_1.5m.png,dark,99336192,11.764,12.799,31,8,0,ColumnWise
638,ortho_1.5m.png,dark,99336192,11.764,13.135,31,8,8,RowWise
639,ortho_1.5m.png,dark,99336192,11.764,12.799,31,8,8,ColumnWise
640,ortho_1.5m.png,dark,99336192,11.764,14.660,32,0,8,RowWise
641,ortho_1.5m.png,dark,99336192,11.764,14.324,32,0,8,ColumnWise
642,ortho_1.5m.png,dark,99336192,11.764,12.868,32,1,8,RowWise
643,ortho_1.5m.png,dark,99336192,11.764,12.478,32,1,8,ColumnWise
644,ortho_1.5m.png,dark,99336192,11.764,12.959,32,2,8,RowWise
645,ortho_1.5m.png,dark,99336192,11.764,12.638,32,2,8,ColumnWise
646,ortho_1.5m.png,dark,99336192,11.764,13.051,32,3,8,RowWise
647,ortho_1.5m.png,dark,99336192,11.764,12.718,32,3,8,ColumnWise
648,ortho_1.5m.png,dark,99336192,11.764,13.096,32,4,8,RowWise
649,ortho_1.5m.png,dark,99336192,11.764,12.759,32,4,8,ColumnWise
650,ortho_1.5m.png,dark,99336192,11.764,13.113,32,5,8,RowWise
651,ortho_1.5m.png,dark,99336192,11.764,12.780,32,5,8,ColumnWise
652,ortho_1.5m.png,dark,99336192,11.764,13.122,32,6,8,RowWise
653,ortho_1.5m.png,dark,99336192,11.764,12.788,32,6,8,ColumnWise
654,ortho_1.5m.png,dark,99336192,11.764,13.127,32,7,8,RowWise
655,ortho_1.5m.png,dark,99336192,11.764,12.793,32,7,8,ColumnWise
656,ortho_1.5m.png,dark,99336192,11.764,13.127,32,8,0,RowWise
657,ortho_1.5m.png,dark,99336192,11.764,12.793,32,8,0,ColumnWise
658,ortho_1.5m.png,dark,99336192,11.764,13.133,32,8,8,RowWise
659,ortho_1.5m.png,dark,99336192,11.764,12.797,32,8,8,ColumnWise
660,ortho_1m.png,dark,99336192,9.615,19.427,0,0,8,RowWise
661,ortho_1m.png,dark,99336192,9.615,19.427,0,0,8,ColumnWise
662,ortho_1m.png,dark,99336192,9.615,14.570,0,1,8,RowWise
663,ortho_1m.png,dark,99336192,9.615,14.578,0,1,8,ColumnWise
664,ortho_1m.png,dark,99336192,9.615,16.554,0,2,8,RowWise
665,ortho_1m.png,dark,99336192,9.615,16.556,0,2,8,ColumnWise
666,ortho_1m.png,dark,99336192,9.615,16.515,0,3,8,RowWise
667,ortho_1m.png,dark,99336192,9.615,16.517,0,3,8,ColumnWise
668,ortho_1m.png,dark,99336192,9.615,16.496,0,4,8,RowWise
669,ortho_1m.png,dark,99336192,9.615,16.499,0,4,8,ColumnWise
670,ortho_1m.png,dark,99336192,9.615,16.482,0,5,8,RowWise
671,ortho_1m.png,dark,99336192,9.615,16.485,0,5,8,ColumnWise
672,ortho_1m.png,dark,99336192,9.615,16.478,0,6,8,RowWise
673,ortho_1m.png,dark,99336192,9.615,16.482,0,6,8,ColumnWise
674,ortho_1m.png,dark,99336192,9.615,16.481,0,7,8,RowWise
675,ortho_1m.png,dark,99336192,9.615,16.485,0,7,8,ColumnWise
676,ortho_1m.png,dark,99336192,9.615,16.481,0,8,0,RowWise
677,ortho_1m.png,dark,99336192,9.615,16.485,0,8,0,ColumnWise
678,ortho_1m.png,dark,99336192,9.615,16.481,0,8,8,RowWise
679,ortho_1m.png,dark,99336192,9.615,16.485,0,8,8,ColumnWise
680,ortho_1m.png,dark,99336192,9.615,14.659,1,0,8,RowWise
681,ortho_1m.png,dark,99336192,9.615,14.660,1,0,8,ColumnWise
682,ortho_1m.png,dark,99336192,9.615,14.150,1,1,8,RowWise
683,ortho_1m.png,dark,99336192,9.615,14.149,1,1,8,ColumnWise
684,ortho_1m.png,dark,99336192,9.615,14.115,1,2,8,RowWise
685,ortho_1m.png,dark,99336192,9.615,14.111,1,2,8,ColumnWise
686,ortho_1m.png,dark,99336192,9.615,14.081,1,3,8,RowWise
687,ortho_1m.png,dark,99336192,9.615,14.077,1,3,8,ColumnWise
688,ortho_1m.png,dark,99336192,9.615,14.065,1,4,8,RowWise
689,ortho_1m.png,dark,99336192,9.615,14.061,1,4,8,ColumnWise
690,ortho_1m.png,dark,99336192,9.615,14.050,1,5,8,RowWise
691,ortho_1m.png,dark,99336192,9.615,14.047,1,5,8,ColumnWise
692,ortho_1m.png,dark,99336192,9.615,14.047,1,6,8,RowWise
693,ortho_1m.png,dark,99336192,9.615,14.045,1,6,8,ColumnWise
694,ortho_1m.png,dark,99336192,9.615,14.047,1,7,8,RowWise
